,ticker,abstract,title,url,date,neg,neu,pos,compound
164,FCNCA,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
165,FCNCA,First Executive. The list of notorious financial frauds and scandals in recent years goes on and on. It looks great--on paper. But will auditors really detect more frauds? Some are skeptical that the new...,Will new auditing standards serve to detect fraud sooner? - Bloomberg,https://www.bloomberg.com/news/articles/1996-12-08/bean-counters-get-an-early-warning-system,12/8/96,0.297,0.703,0,-0.5859
166,FCNCA,"Chances are, your card provider will be the first to notice fraud after the company computer detects ""unusual call activity,"" and it Better, though, to prevent those calls from being made in the first place.",How To Foil Phone Card Fraud - Bloomberg,https://www.bloomberg.com/news/articles/1994-11-20/how-to-foil-phone-card-fraud,11/20/94,0.388,0.612,0,-0.5859
167,FCNCA,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
168,FCNCA,"When the fraud was finally exposed in mid-1994, the bottom dropped out of Kurzweil's stock. With the IPO planned for the summer of 1993, the first quarter of the new fiscal year would be the final one...",Anatomy Of The Kurzweil Fraud - Bloomberg,https://www.bloomberg.com/news/articles/1996-09-15/anatomy-of-the-kurzweil-fraud,9/15/96,0.432,0.568,0,-0.5859
170,FITB,â€” With assistance by Deirdre Hipwell. (Updates with WHO statement in fifth paragraph.) Have a confidential tip for our reporters? Get in touch.,Russia Reports First Cases of H5N8 Bird Flu in Humans - Bloomberg,https://www.bloomberg.com/news/articles/2021-02-20/russia-reports-first-cases-of-h5n8-bird-flu-in-humans-kldwj8sh,2/20/21,0.206,0.794,0,-0.3818
171,FITB,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
173,FITB,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
174,FITB,"Strengthening tax-reporting requirements and the regulations overseeing tax-return preparers would help the IRS stop fraud and close the tax gap, Rettig said. About 99% of taxes are paid to the IRS...",Tax Evasion: Cheats Are Costing the US About $1 Trillion... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/tax-cheats-are-costing-u-s-1-trillion-a-year-irs-estimates,4/13/21,0.219,0.781,0,-0.4215
180,FMBI,"The first fraud prosecution involving initial coin offerings ended in a guilty plea when a New York man admitted lying to about 1,000 investors. Maksim Zaslavskiy, 39, told a judge he sought to raise money...",First Initial Coin Offering Fraud Case Ends in Guilty Plea - Bloomberg,https://www.bloomberg.com/news/articles/2018-11-15/first-fraud-case-for-initial-coin-offering-set-for-guilty-plea,11/15/18,0.423,0.577,0,-0.765
182,FMBI,Russia said it found the world's first cases of the H5N8 strain of avian influenza in humans though the virus isn't yet spreading between people. Authorities have sent information on the seven cases...,Russia Reports First Cases of H5N8 Bird Flu in Humans - Bloomberg,https://www.bloomberg.com/news/articles/2021-02-20/russia-reports-first-cases-of-h5n8-bird-flu-in-humans-kldwj8sh,2/20/21,0.206,0.794,0,-0.3818
183,FMBI,Fleischmann is a victim of click fraud: a dizzying collection of scams and deceptions that inflate The growing ranks of businesspeople worried about click fraud typically have no complaint about versions...,Click Fraud - Bloomberg | The dark side of online advertising,https://www.bloomberg.com/news/articles/2006-10-01/click-fraud,10/1/06,0.322,0.678,0,-0.5859
184,FMBI,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
185,FMBI,First Executive. The list of notorious financial frauds and scandals in recent years goes on and on. It looks great--on paper. But will auditors really detect more frauds? Some are skeptical that the new...,Will new auditing standards serve to detect fraud sooner? - Bloomberg,https://www.bloomberg.com/news/articles/1996-12-08/bean-counters-get-an-early-warning-system,12/8/96,0.297,0.703,0,-0.5859
186,FMBI,"Chances are, your card provider will be the first to notice fraud after the company computer detects ""unusual call activity,"" and it Better, though, to prevent those calls from being made in the first place.",How To Foil Phone Card Fraud - Bloomberg,https://www.bloomberg.com/news/articles/1994-11-20/how-to-foil-phone-card-fraud,11/20/94,0.388,0.612,0,-0.5859
187,FMBI,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
188,FMBI,"When the fraud was finally exposed in mid-1994, the bottom dropped out of Kurzweil's stock. With the IPO planned for the summer of 1993, the first quarter of the new fiscal year would be the final one...",Anatomy Of The Kurzweil Fraud - Bloomberg,https://www.bloomberg.com/news/articles/1996-09-15/anatomy-of-the-kurzweil-fraud,9/15/96,0.432,0.568,0,-0.5859
191,FNB,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
194,FNB,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
196,FNB,"First Yahoo! Today, criminals are doing everything from stealing intellectual property and committing fraud to unleashing viruses and committing acts of cyber terrorism in which political groups or...",Cyber Crime - Bloomberg,https://www.bloomberg.com/news/articles/1000-02-20/cyber-crime,1000-02-20,0.636,0.364,0,-0.5423
197,FNB,"Stephen Bannon Charged With Fraud Over Border Wall Group. Listen to article. ""Our mission is to protect U.S. Postal Service customers, employees and infrastructure from fraud and other illegal...",Bannon's Arrest by Postal Inspectors Widens Focus on... - Bloomberg,https://origin.www.bloomberg.com/news/articles/2020-08-20/bannon-s-arrest-by-postal-inspectors-widens-focus-on-service,8/20/20,0.231,0.769,0,-0.34
198,FNB,"The U.S. effort got an extra push last month, when Treasury Secretary Janet Yellen said such a project could help Americans who don't have access to the banking system.",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
201,FNF,"It's not quite the nearly $1 billion blunder that Citigroup Inc. made last summer, but Charles Schwab Corp. said it accidentally sent more than $1 million to the Fidelity Brokerage Services account of a...",Schwab Accidentally Puts $1.2 Million Into Customer's Fidelity Account,https://www.bloomberg.com/news/articles/2021-04-13/schwab-accidentally-put-1-2-million-in-woman-s-fidelity-account?_hsenc=p2ANqtz--D6U6FDELjh8XybsbVUTpz_QkB67ZK1GUBe_oNOvsArgwUczD3NwXD7KvOILGsVo14te50,4/13/21,0.231,0.769,0,-0.34
203,FNF,"The fraud allegations against Ng center on his dealings at Envy Asset Management and Envy Global Trading, companies he controlled and where he was a director. Of the more than S$1 billion that was...",Trader Ng Yu Zhi's Alleged $740 Million Fraud Jolts... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/trading-wunderkind-s-alleged-740-million-fraud-jolts-singapore,4/14/21,0.297,0.703,0,-0.5859
204,FNF,"Fidelity's Greer touts 'alpha opportunities' after rout. For the bulls, the selloff went too far, and Fidelity and Vanguard have both raised their exposure to Turkish hard-currency debt to overweight.","Fidelity, Vanguard Buy Turkish Debt as New Central Banker Tested",https://www.bloomberg.com/news/articles/2021-04-14/turkey-bulls-regroup-in-dollar-debt-market-as-default-risk-ebbs,4/14/21,0.217,0.783,0,-0.3612
205,FNF,Fidelity didn't invent This kind of fund. Arch-rival Vanguard Group has had one since 1994. Regulations keep Fidelity from saying how this fund might have performed historically.,"Fidelity's New ""Invest And Forget"" Fund - Bloomberg",https://www.bloomberg.com/news/articles/1999-08-01/fidelitys-new-invest-and-forget-fund,8/1/99,0.241,0.759,0,-0.2263
208,FNF,"Fidelity has its own robo product, called Fidelity Go, which charges 35 basis points for accounts with as little as $5,000. Boston-based Fidelity's wealth management business has just over $300 billion in...",Fidelity Is Changing the Way It Charges for Financial... - Bloomberg,https://www.bloomberg.com/news/articles/2018-04-11/fidelity-is-changing-the-way-it-charges-for-financial-advice,4/11/18,0.189,0.811,0,-0.2732
210,GL,"...type of fraud moving into the online environment,"" said Erika Dietrich, global director of payments risk hundreds of relevant variables and activity across the globe in real time to predict risk of fraud.",Credit-Card Thieves Move Online as Chips Thwart In-Store Fraud,https://www.bloomberg.com/news/articles/2017-02-01/credit-card-thieves-move-online-as-chips-thwart-in-store-fraud,2/1/17,0.504,0.496,0,-0.7964
211,GL,The Huawei Technologies Co. executive at the center of a bitter dispute between China and Canada is launching a new argument to halt her extradition to the U.S. in a fraud case.,"Huawei CFO Accuses U.S. of Misleading Canada, Globe Says",https://www.bloomberg.com/news/articles/2020-07-24/huawei-cfo-accuses-u-s-of-misleading-canada-globe-says,7/24/20,0.421,0.579,0,-0.6249
213,GL,"The fraud allegations against Ng center on his dealings at Envy Asset Management and Envy Global Trading, companies he controlled and where he was a director. Of the more than S$1 billion that was...",Trader Ng Yu Zhi's Alleged $740 Million Fraud Jolts... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/trading-wunderkind-s-alleged-740-million-fraud-jolts-singapore,4/14/21,0.297,0.703,0,-0.5859
214,GL,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
215,GL,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
216,GL,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
221,HMN,"Horace Mann, the New York City prep school at the center of sexual-abuse allegations by former students, should conduct an ""independent and transparent"" probe into the alleged crimes...","Horace Mann Sexual Abuse Deserves Outside Probe, Allred Argues",https://www.bloomberg.com/news/articles/2013-04-23/horace-mann-sexual-abuse-deserves-independent-probe-allred-says,4/23/13,0.493,0.507,0,-0.7783
222,HMN,"Horace Mann, in a statement late today, said Allred ""seriously misstates what has transpired."" The school stands by its May 24 letter and the ""good faith actions it has taken in an attempt to help those...",Lawyer Against Horace Mann Calls Lack of Probe Shameful - Bloomberg,https://www.bloomberg.com/news/articles/2013-05-30/horace-mann-victims-attorney-says-no-investigation-is-shameful,5/30/13,0.407,0.593,0,-0.6705
223,HMN,"Kurniawan, whose family gained wealth operating a beer distributorship in Indonesia, was convicted of mail and wire fraud in 2013 in a New York federal court and spent seven years in prison.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
224,HMN,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
226,HMN,...the South African power utility's chief executive officer accusing its now-suspended chief procurement officer of facilitating 8 billion rand ($549 million) of deals with a company suspected of fraud.,Eskom CEO Hits Back at Official Who Accused Him of... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-09/eskom-ceo-hits-back-at-official-who-accused-him-of-racism,4/9/21,0.18,0.82,0,-0.296
230,HWC,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
232,HWC,"The government has said both Sunak and Hancock acted correctly. Cameron, who's been cleared of breaking the rules on lobbying, has said he welcomes the inquiry and that he's prepared to participate.",Greensill Lobbying Scandal Ensnares UK Civil Service - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/greensill-lobbying-scandal-has-now-ensnared-u-k-s-civil-service,4/14/21,0.412,0.588,0,-0.4939
233,HWC,Denmark has charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
236,HWC,"Borrower fraud doesn't mean lenders broke the rules of the program, and they haven't been accused of wrongdoing. The U.S. let them rely on self-certifications by applicants attesting that they were eligible...",PPP Loans: Scammers Used Fintech Companies to Carry Out Fraud,https://www.bloomberg.com/news/articles/2020-10-07/ppp-loans-scammers-used-fintech-companies-to-carry-out-fraud,10/7/20,0.297,0.703,0,-0.5859
240,ISBC,"In the latest lawsuit over WeWork's scuttled IPO, investors say the company hoodwinked them by promoting a transformation of the concept of workspace in order to sell hundreds of millions of dollars...","WeWork, Softbank Sued for Investor Fraud Over Failed... - Bloomberg",https://www.bloomberg.com/news/articles/2020-06-03/wework-softbank-sued-for-investor-fraud-over-failed-ipo,6/3/20,0.322,0.678,0,-0.5859
241,ISBC,The legal fallout from Bernard Madoff's epic fraud includes an ironic twist: a road map for investors wanting to hold on to profits that seem too good to be true.,The Fallout From Madoff's Fraud Includes an Ironic Twist for Investors,https://www.bloomberg.com/news/articles/2017-01-03/another-madoff-legacy-ways-for-investors-to-keep-ponzi-profits,1/3/17,0.371,0.629,0,-0.6486
242,ISBC,"Baker, 46, pleaded guilty to a single count of wire fraud in August. Accused of running a global fraud scheme that ensnared almost 1,000 investors over five years, he was indicted in absentia in...","FDIC Nominee, Investor Fraud, MF Global, Sandoz... - Bloomberg",https://www.bloomberg.com/news/articles/2011-11-18/fdic-nominee-investor-fraud-mf-global-sandoz-compliance,11/18/11,0.352,0.648,0,-0.5859
243,ISBC,"Fallen unicorn Theranos Inc. and investors who allege they were duped by a massive fraud are in a tug of war, with each side trying to attach different strings to settlement talks.","Theranos Wants Investor Fraud Settlement, But Only on... - Bloomberg",https://www.bloomberg.com/news/articles/2018-06-08/theranos-wants-investor-fraud-settlement-but-only-on-its-terms,6/8/18,0.231,0.769,0,-0.34
244,ISBC,"BP Plc must face fraud claims by investors who said the company lied before and after the 2010 Gulf of Mexico oil spill about its accident response capability, a federal judge said.",BP Must Face Investors' Fraud Claims Spurred by Gulf... - Bloomberg,https://www.bloomberg.com/news/articles/2012-02-13/bp-loses-bid-to-dismiss-investor-fraud-claims-spurred-by-spill,2/13/12,0.297,0.703,0,-0.5859
245,ISBC,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
247,ISBC,"Kurniawan's trial featured testimony from billionaire yachtsman, entrepreneur and wine investor Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that...","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
249,ISBC,"Stock fraud schemes have mushroomed in recent years, and scamsters have developed increasingly sophisticated ways of gulling unwary investors and companies. Back in the 1980s, the days of...","The latest frauds prey on new, nonpublic outfits - Bloomberg",https://www.bloomberg.com/news/articles/1996-10-13/stock-scams-caveat-entrepreneur,10/13/96,0.292,0.708,0,-0.5106
251,IVZ,"The criminal complaint charges Mattera with wire fraud, securities fraud, money The brokerage case is Securities Investor Protection Corp. v. MF Global Inc., 11-02790, U.S...","FDIC Nominee, Investor Fraud, MF Global... - Bloomberg",https://www.bloomberg.com/news/articles/2011-11-18/fdic-nominee-investor-fraud-mf-global-sandoz-compliance,11/18/11,0.388,0.612,0,-0.5859
252,IVZ,"Fallen unicorn Theranos Inc. and investors who allege they were duped by a massive fraud are in a tug of war, with each side trying to attach different strings to settlement talks.","Theranos Wants Investor Fraud Settlement, But... - Bloomberg",https://www.bloomberg.com/news/articles/2018-06-08/theranos-wants-investor-fraud-settlement-but-only-on-its-terms,6/8/18,0.388,0.612,0,-0.5859
253,IVZ,The legal fallout from Bernard Madoff's epic fraud includes an ironic twist: a road map for investors wanting to hold on to profits that seem too good to be true.,The Fallout From Madoff's Fraud Includes an... - Bloomberg,https://www.bloomberg.com/news/articles/2017-01-03/another-madoff-legacy-ways-for-investors-to-keep-ponzi-profits,1/3/17,0.352,0.648,0,-0.5859
255,IVZ,"Two investors in funds managed by Tilton's Patriarch Partners LLC said in a lawsuit filed Friday that it's ""obvious"" that the ""vast majority of the information"" they received from the...","Lynn Tilton, Patriarch Partners Named in Investor Fraud Suit",https://www.bloomberg.com/news/articles/2015-05-18/lynn-tilton-patriarch-partners-sued-by-investors-claiming-fraud,5/18/15,0.322,0.678,0,-0.5859
257,IVZ,"Stock fraud schemes have mushroomed in recent years, and scamsters have developed increasingly sophisticated ways of gulling unwary investors and companies.","The latest frauds prey on new, nonpublic outfits - Bloomberg",https://www.bloomberg.com/news/articles/1996-10-13/stock-scams-caveat-entrepreneur,10/13/96,0.292,0.708,0,-0.5106
258,IVZ,"Dan Morales, who served from 1991 to 1999, was indicted on fraud charges in 2003. Paxton ""intentionally failed to disclose"" to a pair of investors that he was compensated...",Texas Attorney General Paxton Vows to Fight Investor Fraud...,https://www.bloomberg.com/news/articles/2015-08-03/texas-attorney-general-ken-paxton-indicted-for-securities-fraud,8/3/15,0.245,0.755,0,-0.3818
260,JEF,"Ex-Jefferies & Co. Managing Director Jesse Litvak, deemed an ""elite"" fraudster by prosecutors for being the only person convicted of fraud over a $20 billion government bailout program...",Ex-Jefferies Executive Litvak Gets Two Years for Fraud - Bloomberg,https://www.bloomberg.com/news/articles/2014-07-23/ex-jefferies-managing-director-litvak-gets-two-year-sentence,7/23/14,0.322,0.678,0,-0.5859
265,JEF,"Ex-Jefferies & Co. managing director Jesse C. Litvak will go on trial in February on charges that he 28 and charged with 16 counts including securities fraud, fraud connected with the Troubled Asset...",Ex-Jefferies Trader Litvak's Fraud Trial Set for February - Bloomberg,https://www.bloomberg.com/news/articles/2013-03-13/ex-jefferies-trader-litvak-s-fraud-trial-set-for-february,3/13/13,0.322,0.678,0,-0.5859
266,JEF,Former Jefferies & Co. managing director Jesse Litvak defrauded investors of $2 million using a U.S Litvak is the only person charged with fraud in connection with an initiative to distribute more than $20...,Ex-Jefferies Director Faces Jury in TARP Fraud Case - Bloomberg,https://www.bloomberg.com/news/articles/2014-02-18/ex-jefferies-director-faces-jury-in-tarp-fraud-case,2/18/14,0.322,0.678,0,-0.5859
269,JEF,"A colleague of former Jefferies & Co. bond trader Jesse Litvak, who is on trial in Connecticut for fraud in the trading of mortgage-backed securities, testified that it's against the firm's policy to lie to clients.",Jefferies Executive Tells Jury Lying to Clients Improper - Bloomberg,https://www.bloomberg.com/news/articles/2014-02-26/ex-jefferies-trader-begins-bond-fraud-trial-defense,2/26/14,0.298,0.702,0,-0.5267
270,JPM,"Inside JPMorgan's Securities Fraud Hack and Arrests. None of the documents outlining the charges mention the JPMorgan hack, nor do prosecutors tie the securities fraud and money-transfer schemes...",Digital Misfits Link JPMorgan Hack to Pump-and-Dump Fraud,https://www.bloomberg.com/news/articles/2015-07-21/fbi-israel-make-securities-fraud-arrests-tied-to-jpmorgan-hack,7/21/15,0.352,0.648,0,-0.5859
271,JPM,"U.S. authorities that accused six JPMorgan Chase & Co. employees of rigging precious-metals futures are building a criminal case against the bank itself, two people familiar with...",JPMorgan Facing Criminal Investigation Over... - Bloomberg,https://www.bloomberg.com/news/articles/2020-02-05/jpmorgan-s-role-in-metals-spoofing-is-under-u-s-criminal-probe,2/5/20,0.405,0.595,0,-0.5267
276,JPM,A former JPMorgan Chase & Co. financial adviser accused of trading his wealthy grandmother's assets without her knowledge has been barred from working as a broker by the industry's watchdog...,Ex-JPMorgan Broker Accused of Bilking Grandma Gets Trading Ban,https://www.bloomberg.com/news/articles/2021-04-13/ex-jpmorgan-broker-accused-of-bilking-grandma-gets-trading-ban,4/13/21,0.453,0.547,0,-0.7003
277,JPM,"JPMorgan Chase & Co. and Danske Bank A/S funds are among investors in Let's Gowex SA, the Spanish Internet startup that's filing for insolvency after saying it falsified accounts for at least four...",JPMorgan and Danske Among Funds Exposed to Gowex Fraud,https://www.bloomberg.com/news/articles/2014-07-07/jpmorgan-and-danske-among-funds-exposed-to-gowex-fraud,7/7/14,0.421,0.579,0,-0.6249
281,MMC,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
285,MMC,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
289,MMC,"Fraud losses, however, have remained fairly stable over the past three years, totaling $16 billion last year. Existing fraud-fighting companies' business is blooming. Easy Solutions Inc. says sales of its...",Credit-Card Thieves Move Online as Chips Thwart In-Store Fraud,https://www.bloomberg.com/news/articles/2017-02-01/credit-card-thieves-move-online-as-chips-thwart-in-store-fraud,2/1/17,0.504,0.496,0,-0.7964
290,NDAQ,"Nasdaq licenses its market-surveillance technology to exchanges, including at least one crypto market: Gemini, which was founded by the Winklevoss twins. Nasdaq first started to get approached about...",Nasdaq Wants Crypto Market to Stamp Out Fraud -- With... - Bloomberg,https://www.bloomberg.com/news/articles/2018-11-01/nasdaq-wants-crypto-market-to-stamp-out-fraud-with-its-help,11/1/18,0.275,0.725,0,-0.5859
